app_id,market_hash_name,market_bucket_id
730,Sticker | Boom Detonation,18B90930046205080010D43D
730,Sticker | FaZe Clan (Holo) | Budapest 2025,18B90930046205080010D74A
730,Sticker | Ethereal Gaze (Foil),18B90930046205080010CD33
730,Sticker | FaZe Clan (Holo) | Paris 2023,18B909300462050800109634
730,Stockholm 2021 Legends Sticker Capsule,18C3253004
730,StatTrak™ Swap Tool,18AC0A3004
730,Sticker | Extermination,18B90930046205080010B823
730,Sealed Graffiti | Heart (Princess Pink),18C40A30046205080010B80D
730,Sticker | STYKO (Holo) | Paris 2023,18B90930046205080010F736
730,Sticker | Hypnoteyes (Holo),18B90930046205080010F13D
730,Sticker | NiKo | Paris 2023,18B909300462050800109136
730,Sealed Graffiti | Piggles (Brick Red),18C40A30046205080010C20D
730,Sticker | mzinho | Cologne 2026,18B90930046205080010EE52
730,Sticker | TYLOO (Holo) | 2020 RMR,18B90930046205080010BA25
730,Sticker | G2 esports (Holo) | Budapest 2025,18B90930046205080010AB4A
730,"StatTrak™ Music Kit | Neck Deep, Life's Not Out To Get You",18A20A3004880123
730,Copenhagen 2024 Legends Autograph Capsule,18C9263004
730,"Music Kit | Knock2, dashstar*",18A20A3004880141
730,Stockholm 2021 Champions Autograph Capsule,18D0253004
730,Shanghai 2024 Contenders Autograph Capsule,18F4263004
730,Sticker | Raptors,18B909300462050800109849
730,Sticker | Aurora | Cologne 2026,18B909300462050800109551
730,Sticker | Digi-Strike (Lenticular),18B90930046205080010854A
730,Sticker | FaZe Clan (Glitter) | Paris 2023,18B909300462050800109534
730,Sticker | Cloud9 (Gold) | Antwerp 2022,18B90930046205080010A629
730,Sticker | JamYoung | Cologne 2026,18B90930046205080010A256
730,Sticker | Clown Wig,18B90930046205080010E33D
730,Sticker | tarik | London 2018,18B90930046205080010BB18
730,Sticker | Team Liquid (Holo) | Stockholm 2021,18B90930046205080010EB26
730,Sticker | Senzu (Holo) | Austin 2025,18B90930046205080010D544
730,Sticker | ENCE (Holo) | Rio 2022,18B90930046205080010CB2E
730,Canals Pin,18EC2F3004
730,Sticker | Call Your Flashes,18B90930046205080010912E
730,Sticker | Vitality (Holo) | Paris 2023,18B90930046205080010DE33
730,Sticker | Unicorn (Holo),18B90930046205080010F002
730,Sticker | donk (Champion) | Shanghai 2024,18B90930046205080010DD42
730,Sticker | Lucas,18B909300462050800108A4A
730,Sticker | JamYoung | Budapest 2025,18B90930046205080010BE4D
730,Sticker | Into The Breach (Holo) | Paris 2023,18B90930046205080010EA33
730,Sticker | 00 Nation | Rio 2022,18B90930046205080010892F
730,Sticker | decenty (Glitter) | Shanghai 2024,18B90930046205080010CE42
730,Copenhagen 2024 Challengers Autograph Capsule,18CA263004
730,Sticker | donk | Austin 2025,18B90930046205080010BF44
730,Sealed Graffiti | Still Happy (Battle Green),18C40A30046205080010BB0D
730,Sealed Graffiti | King Me (Tracer Yellow),18C40A30046205080010A40D
730,Sticker | Evidence (Holo),18B90930046205080010FD49
730,Sealed Graffiti | Rage Mode (Battle Green),18C40A30046205080010AE0D
730,Sticker | MIBR (Holo) | Budapest 2025,18B90930046205080010CB4A
730,Sealed Graffiti | Sorry (Shark White),18C40A30046205080010C60D
730,Sticker | G2 Esports (Glitter) | Shanghai 2024,18B90930046205080010F93D
730,Sticker | Natus Vincere (Foil) | 2020 RMR,18B909300462050800108F25
730,Sticker | KOI (Glitter) | Copenhagen 2024,18B90930046205080010AB39
730,CS:GO Weapon Case 3,18AA1F3004
730,Sticker | B8 (Holo) | Budapest 2025,18B90930046205080010DB4A
730,"Sticker | BIG (Holo, Ranked) | Cologne 2026",18B90930046205080010A058
730,Sticker | Dragon Lore (Foil),18B90930046205080010AA23
730,Sticker | From The Deep,18B90930046205080010A724
730,Sticker | Fluxo (Gold) | Paris 2023,18B90930046205080010AB34
730,Sticker | Loving Eyes (Holo),18B90930046205080010CE38
